type,completed_at,session_number,duration_minutes,task,subtask,completed
Work,2025-05-22 11:58:42,12,0,,1
Long Break,2025-05-22 11:58:42,3,0,,1
Work,2025-05-22 11:58:42,13,0,,1
Short Break,2025-05-22 11:58:46,10,0,,1
Work,2025-05-22 11:58:46,14,0,,1
Short Break,2025-05-22 11:58:46,11,0,,1
Work,2025-05-22 11:58:46,15,0,,1
Short Break,2025-05-22 11:58:46,12,0,,1
Work,2025-05-22 11:58:46,16,0,,1
Long Break,2025-05-22 11:58:46,4,0,,1
Work,2025-05-22 11:58:47,17,0,,1
Short Break,2025-05-22 11:58:51,13,0,,1
Work,2025-05-22 11:58:51,18,0,,1
Short Break,2025-05-22 11:58:51,14,0,,1
Work,2025-05-22 11:58:51,19,0,,1
Short Break,2025-05-22 11:58:51,15,0,,1
Work,2025-05-22 11:58:51,20,0,,1
Long Break,2025-05-22 11:58:51,5,0,,1
Work,2025-05-22 11:58:51,21,0,,1
Short Break,2025-05-22 11:58:51,16,0,,1
Work,2025-05-22 11:58:51,22,0,,1
Work,2025-05-22 11:59:33,1,0,,0
Work,2025-05-22 11:59:42,1,0,,1
Short Break,2025-05-22 11:59:48,1,0,,1
Work,2025-05-22 11:59:50,2,0,,1
Short Break,2025-05-22 11:59:52,2,0,,1
Work,2025-05-22 12:00:38,1,0,,1
Short Break,2025-05-22 12:00:44,1,0,,1
Work,2025-05-22 12:00:46,2,0,,1
Short Break,2025-05-22 12:00:48,2,0,,1
Work,2025-05-22 12:00:49,3,0,,1
Short Break,2025-05-22 12:00:50,3,0,,1
Work,2025-05-22 12:00:51,4,0,,1
Long Break,2025-05-22 12:00:52,1,0,,1
Work,2025-05-22 12:00:53,5,0,,1
Short Break,2025-05-22 12:00:56,4,0,,1
Work,2025-05-22 12:00:57,6,0,,1
Work,2025-05-22 12:00:58,1,0,,1
Work,2025-05-22 12:01:03,1,0,,1
Work,2025-05-22 12:01:06,2,0,,0
Work,2025-05-22 12:01:08,1,0,,1
Work,2025-05-22 12:01:32,2,0,,0
Work,2025-05-22 12:01:34,1,0,,1
Work,2025-05-22 12:01:36,2,0,,0
Work,2025-05-22 12:01:39,1,0,,1
Work,2025-05-22 12:01:42,2,0,,0
Work,2025-05-22 12:01:44,1,0,,1
Work,2025-05-22 12:01:51,2,0,,0
Work,2025-05-22 12:01:54,1,0,,1
Work,2025-05-22 12:01:57,2,0,,0
Work,2025-05-22 12:07:23,1,0,,1
Short Break,2025-05-22 12:07:28,1,0,,1
Work,2025-05-22 12:07:29,2,0,,1
Short Break,2025-05-22 12:07:29,2,0,,1
Work,2025-05-22 12:07:30,3,0,,1
Short Break,2025-05-22 12:07:31,3,0,,1
Work,2025-05-22 12:07:32,4,0,,1
Long Break,2025-05-22 12:07:33,1,0,,1
Work,2025-05-22 12:07:34,5,0,,1
Short Break,2025-05-22 12:07:35,4,0,,1
Work,2025-05-22 12:07:36,6,0,,1
Short Break,2025-05-22 12:07:37,5,0,,1
Work,2025-05-22 12:07:38,7,0,,1
Short Break,2025-05-22 12:07:41,6,0,,1
Work,2025-05-22 12:07:42,8,0,,1
Long Break,2025-05-22 12:07:45,2,0,,1
Work,2025-05-22 12:07:46,9,0,,1
Work,2025-05-22 12:07:49,10,0,,0
Work,2025-05-22 12:07:53,1,0,,0
Work,2025-05-22 12:07:58,1,0,,0
Work,2025-05-22 12:09:44,1,1,,1
Work,2025-05-22 12:16:15,1,0,,1
Short Break,2025-05-22 12:16:17,1,0,,1
Work,2025-05-22 12:16:18,2,0,,1
Short Break,2025-05-22 12:16:22,2,0,,1
Work,2025-05-22 12:16:23,3,0,,1
Short Break,2025-05-22 12:16:25,3,0,,1
Work,2025-05-22 12:16:26,4,0,,1
Work,2025-05-22 12:16:35,5,0,Some session,0
Work,2025-05-22 12:16:44,1,0,Debug,0
Work,2025-05-22 12:16:52,1,0,,0
Work,2025-05-22 12:17:12,1,0,Task_debug,1
Short Break,2025-05-22 12:17:16,1,0,Task_debug,1
Work,2025-05-22 12:17:17,2,0,Task_debug,1
Short Break,2025-05-22 12:17:18,2,0,Task_debug,1
Work,2025-05-22 12:17:18,3,0,Task_debug,0
Work,2025-05-22 12:17:20,1,0,,1
Work,2025-05-22 12:17:24,2,0,,0
Work,2025-05-22 12:17:26,1,0,,0
Work,2025-05-22 12:17:27,1,0,,0
Work,2025-05-22 12:17:42,1,0,,1
Short Break,2025-05-22 12:17:45,1,0,,1
Work,2025-05-22 12:17:48,1,0,,1
Work,2025-05-22 12:17:50,2,0,,0
Work,2025-05-22 12:17:53,1,0,,0
Work,2025-05-22 12:17:53,1,0,,0
Work,2025-05-22 12:18:02,1,0,,0
Work,2025-05-22 12:18:02,1,0,,0
Work,2025-05-22 12:18:02,1,0,,0
Work,2025-05-22 12:18:03,1,0,,1
Short Break,2025-05-22 12:18:10,1,0,,1
Work,2025-05-22 12:18:11,2,0,,1
Short Break,2025-05-22 12:18:13,2,0,,1
Work,2025-05-22 12:18:14,3,0,,1
Short Break,2025-05-22 12:18:16,3,0,,1
Work,2025-05-22 12:18:17,4,0,,1
Long Break,2025-05-22 12:18:20,1,0,,1
Work,2025-05-22 12:18:21,5,0,,1
Short Break,2025-05-22 12:18:24,4,0,,1
Work,2025-05-22 12:18:25,6,0,,1
Work,2025-05-22 14:14:03,1,0,,1
Short Break,2025-05-22 14:14:06,1,0,,1
Work,2025-05-22 14:14:07,2,0,,1
Work,2025-05-22 14:16:31,1,0,Some task,1
Work,2025-05-22 14:19:24,1,0,Task_debug,1
Work,2025-05-22 14:19:28,2,0,,0
Work,2025-05-22 14:19:30,1,0,,0
Work,2025-05-22 14:19:54,1,0,,1
Work,2025-05-22 14:22:06,1,0,Trial_com_trial,1
Work,2025-05-22 14:29:48,1,0,,1
Work,2025-05-22 14:29:51,2,0,,0
Work,2025-05-22 14:32:09,1,0,Task_debug,1
Work,2025-05-22 14:32:14,2,0,,0
Work,2025-05-22 14:34:34,1,0,,1
Work,2025-05-22 14:36:08,1,0,,1
Work,2025-05-22 14:36:14,2,0,,0
Work,2025-05-22 14:38:35,1,0,Task_debug,1
Short Break,2025-05-22 14:38:37,1,0,,1
Work,2025-05-22 14:38:38,2,0,,1
Short Break,2025-05-22 14:38:42,2,0,,1
Work,2025-05-22 14:38:43,3,0,,1
Short Break,2025-05-22 14:38:44,3,0,,1
Work,2025-05-22 14:38:45,4,0,,1
Long Break,2025-05-22 14:38:46,1,0,,1
Work,2025-05-22 14:38:47,5,0,,1
Short Break,2025-05-22 14:38:48,4,0,,1
Work,2025-05-22 14:38:49,6,0,,1
Short Break,2025-05-22 14:38:50,5,0,,1
Work,2025-05-22 14:38:51,7,0,,1
Work,2025-05-22 14:41:36,1,0,Debug_task,1
Work,2025-05-22 14:41:39,2,0,,1
Work,2025-05-22 14:41:42,3,0,,1
Short Break,2025-05-22 14:41:45,1,0,,1
Work,2025-05-22 14:41:46,4,0,,1
Long Break,2025-05-22 14:41:50,1,0,,1
Work,2025-05-22 14:42:25,1,0,,1
Short Break,2025-05-22 14:42:33,1,0,,1
Work,2025-05-22 14:42:34,2,0,,1
Work,2025-05-22 14:44:32,1,0,,1
Work,2025-05-22 14:44:40,2,0,Task_debug,1
Work,2025-05-22 14:45:11,1,0,,1
Work,2025-05-22 14:45:20,2,0,,1
Short Break,2025-05-22 14:45:23,1,0,,1
Work,2025-05-22 14:45:24,3,0,,1
Short Break,2025-05-22 14:45:30,2,0,,1
Work,2025-05-22 14:45:31,4,0,,1
Work,2025-05-23 15:38:00,1,0,Some task,,1
Work,2025-05-23 15:38:11,2,0,new task,,1
Short Break,2025-05-23 15:38:15,1,0,new task,,1
Work,2025-05-23 15:38:16,3,0,new task,,1
Short Break,2025-05-23 15:38:17,2,0,new task,,1
Work,2025-05-23 15:38:18,4,0,new task,,1
Long Break,2025-05-23 15:38:19,1,0,new task,,1
Work,2025-05-23 15:38:20,5,0,new task,,1
Short Break,2025-05-23 15:38:21,3,0,new task,,1
Work,2025-05-23 15:38:22,6,0,new task,,1
Work,2025-05-23 15:41:48,1,0,New_dubug,,1
Short Break,2025-05-23 15:41:52,1,0,New_dubug,,1
Work,2025-05-23 15:41:53,2,0,New_dubug,,1
Short Break,2025-05-23 15:41:54,2,0,New_dubug,,1
Work,2025-05-23 15:41:55,3,0,New_dubug,,1
Work,2025-05-23 15:43:39,1,0,Trial_1,,1
Work,2025-05-23 15:45:51,1,0,Trial_2,,1
Work,2025-05-23 15:46:48,1,0,new,,1
Short Break,2025-05-23 15:46:52,1,0,new,,1
Work,2025-05-23 15:46:53,2,0,new,,1
Short Break,2025-05-23 15:46:55,2,0,new,,1
Work,2025-05-23 15:46:56,3,0,new,,1
Short Break,2025-05-23 15:46:58,3,0,new,,1
Work,2025-05-23 15:46:59,4,0,new,,1
Long Break,2025-05-23 15:47:02,1,0,new,,1
Work,2025-05-23 15:47:03,5,0,new,,1
Work,2025-05-23 15:48:34,1,0,Trial 3,,1
Short Break,2025-05-23 15:48:39,1,0,Trial 3,,1
Work,2025-05-23 15:48:39,2,0,Trial 3,,1
Short Break,2025-05-23 15:48:42,2,0,Trial 3,,1
Work,2025-05-23 15:48:42,3,0,Trial 3,,1
Work,2025-05-23 15:52:27,1,0,new task,,1
Work,2025-05-26 18:23:15,1,0,Traiaaad,,1
Work,2025-05-27 14:49:19,1,0,debug_subtask,,1
Short Break,2025-05-27 14:49:22,1,0,debug_subtask,,1
Work,2025-05-27 14:49:23,2,0,debug_subtask,,1
Work,2025-05-27 14:49:32,3,0,,,1
Short Break,2025-05-27 14:49:36,2,0,,,1
Work,2025-05-27 14:49:37,4,0,,,1
Work,2025-05-27 14:50:39,1,0,some task,newtask,1
Short Break,2025-05-27 14:50:50,1,0,some task,,1
Work,2025-05-27 14:50:51,2,0,some task,2ndtask,1
Short Break,2025-05-27 14:50:52,2,0,some task,,1
Work,2025-05-27 14:50:53,3,0,some task,2ndtask,1
Short Break,2025-05-27 14:50:54,3,0,some task,,1
Work,2025-05-27 14:50:55,4,0,some task,2ndtask,1
Long Break,2025-05-27 14:50:56,1,0,some task,,1
Work,2025-05-27 14:50:57,5,0,some task,2ndtask,1
Short Break,2025-05-27 14:50:58,4,0,some task,,1
Work,2025-05-27 14:50:59,6,0,some task,,1
Work,2025-05-27 14:52:28,1,0,a,a1,1
Short Break,2025-05-27 14:52:28,1,0,a,,1
Work,2025-05-27 14:52:29,2,0,a,,1
Short Break,2025-05-27 14:52:30,2,0,a,,1
Work,2025-05-27 14:52:31,3,0,a,,1
Short Break,2025-05-27 14:52:32,3,0,a,,1
Work,2025-05-27 14:52:33,4,0,a,,1
Long Break,2025-05-27 14:52:34,1,0,a,,1
Work,2025-05-27 14:52:35,5,0,a,,1
Short Break,2025-05-27 14:52:36,4,0,a,,1
Work,2025-05-27 14:52:37,6,0,a,,1
Short Break,2025-05-27 14:52:45,5,0,,,1
Work,2025-05-27 14:52:46,7,0,,,1
Work,2025-05-27 14:52:50,8,0,,,1
Long Break,2025-05-27 14:52:53,2,0,,,1
Work,2025-05-27 14:52:54,9,0,,,1
Work,2025-05-27 14:54:37,1,0,a,a1,1
Work,2025-05-27 14:54:43,2,0,,,1
Work,2025-05-27 15:09:50,1,0,a,,1
Work,2025-05-27 15:10:11,2,0,a,,1
Short Break,2025-05-27 15:10:16,1,0,a,,1
Work,2025-05-27 15:10:17,3,0,a,,1
Short Break,2025-05-27 15:10:20,2,0,a,,1
Work,2025-05-27 15:10:21,4,0,a,,1
Long Break,2025-05-27 15:10:23,1,0,a,,1
Work,2025-05-27 15:10:24,5,0,a,,1
Work,2025-05-27 15:10:38,6,0,eseafa,,1
Short Break,2025-05-27 15:10:43,3,0,eseafa,,1
Work,2025-05-27 15:10:50,1,0,,,1
Short Break,2025-05-27 15:10:51,1,0,,,1
Work,2025-05-27 15:10:52,2,0,,,1
Short Break,2025-05-27 15:10:53,2,0,,,1
Work,2025-05-27 15:11:19,1,0,newtask,a11,1
Short Break,2025-05-27 15:11:20,1,0,newtask,,1
Work,2025-05-27 15:11:21,2,0,newtask,a11,1
Short Break,2025-05-27 15:11:22,2,0,newtask,,1
Work,2025-05-27 15:11:23,3,0,newtask,a11,1
Short Break,2025-05-27 15:11:24,3,0,newtask,,1
Work,2025-05-27 15:11:25,4,0,newtask,a11,1
Long Break,2025-05-27 15:11:26,1,0,newtask,,1
Work,2025-05-27 15:11:27,5,0,newtask,a22,1
Short Break,2025-05-27 15:11:28,4,0,newtask,,1
Work,2025-05-27 15:11:29,6,0,newtask,,1
Work,2025-05-27 15:11:53,7,0,555,,1
Work,2025-05-27 16:48:09,1,0,,,1
Short Break,2025-05-27 16:48:10,1,0,,,1
Work,2025-05-27 16:48:11,2,0,,,1
Short Break,2025-05-27 16:48:12,2,0,,,1
Work,2025-05-27 16:48:13,3,0,,,1
Short Break,2025-05-27 16:48:14,3,0,,,1
Work,2025-05-27 16:48:15,4,0,,,1
Work,2025-05-27 16:48:29,5,0,,,1
Short Break,2025-05-27 16:48:30,4,0,,,1
Work,2025-05-27 16:48:32,6,0,,,1
Short Break,2025-05-27 16:48:33,5,0,,,1
Work,2025-05-27 16:48:35,7,0,,,1
Work,2025-05-27 16:48:41,8,0,,,1
Long Break,2025-05-27 16:48:42,1,0,,,1
Work,2025-05-27 16:48:44,9,0,,,1
Short Break,2025-05-27 16:48:45,6,0,,,1
Work,2025-05-27 16:48:47,10,0,,,1
Work,2025-05-27 16:49:00,11,0,,,1
Short Break,2025-05-27 16:49:01,7,0,,,1
Work,2025-05-27 16:49:02,12,0,,,1
Long Break,2025-05-27 16:49:02,2,0,,,1
Work,2025-05-27 16:49:03,13,0,,,1
Short Break,2025-05-27 16:49:06,8,0,,,1
Work,2025-05-27 16:49:07,14,0,,,1
Work,2025-05-27 16:49:40,15,0,new,aa,1
Short Break,2025-05-27 16:49:41,9,0,new,,1
Work,2025-05-27 16:49:42,16,0,new,aa,1
Long Break,2025-05-27 16:49:43,3,0,new,,1
Work,2025-05-27 16:49:43,17,0,new,aa,1
Short Break,2025-05-27 16:49:44,10,0,new,,1
Work,2025-05-27 16:49:45,18,0,new,aaa,1
Short Break,2025-05-27 16:49:46,11,0,new,,1
Work,2025-05-27 16:49:47,19,0,new,aaa,1
Work,2025-05-27 16:49:53,20,0,,,1
Long Break,2025-05-27 16:49:54,4,0,,,1
Work,2025-05-27 16:49:55,21,0,,,1
Short Break,2025-05-27 16:49:56,12,0,,,1
Work,2025-05-27 16:49:57,22,0,,,1
Work,2025-05-27 16:50:47,1,0,,,1
Short Break,2025-05-27 16:50:48,1,0,,,1
Work,2025-05-27 16:50:49,2,0,,,1
Short Break,2025-05-27 16:50:50,2,0,,,1
Work,2025-05-27 16:50:51,3,0,,,1
Short Break,2025-05-27 16:50:52,3,0,,,1
Work,2025-05-27 16:50:53,4,0,,,1
Long Break,2025-05-27 16:50:54,1,0,,,1
Work,2025-05-27 16:50:55,5,0,,,1
Short Break,2025-05-27 16:50:56,4,0,,,1
Work,2025-05-27 16:50:59,6,0,,,0
Work,2025-05-27 17:02:03,1,0,weq,,1
Short Break,2025-05-27 17:02:09,1,0,weq,,1
Work,2025-05-27 17:02:09,2,0,weq,,1
Short Break,2025-05-27 17:02:12,2,0,weq,,1
Work,2025-05-27 17:02:13,3,0,weq,,1
Work,2025-05-27 17:02:46,4,0,warr,warr,1
Long Break,2025-05-27 17:02:47,1,0,warr,,1
Work,2025-05-27 17:02:48,5,0,warr,agaga,1
Short Break,2025-05-27 17:02:49,3,0,warr,,1
Work,2025-05-27 17:02:50,6,0,warr,agaga,1
Short Break,2025-05-27 17:02:51,4,0,warr,,1
Work,2025-05-27 17:02:52,7,0,warr,agaga,1
Short Break,2025-05-27 17:02:53,5,0,warr,,1
Work,2025-05-27 17:02:54,8,0,warr,agaga,1
Long Break,2025-05-27 17:02:55,2,0,warr,,1
Work,2025-05-27 17:02:56,9,0,warr,agaga,1
Work,2025-05-27 17:06:17,1,0,debug_subtask,whatif,1
Short Break,2025-05-27 17:06:18,1,0,debug_subtask,,1
Work,2025-05-27 17:06:19,2,0,debug_subtask,check,1
Short Break,2025-05-27 17:06:20,2,0,debug_subtask,,1
Work,2025-05-27 17:06:21,3,0,debug_subtask,check,1
Short Break,2025-05-27 17:06:22,3,0,debug_subtask,,1
Work,2025-05-27 17:06:23,4,0,debug_subtask,check,1
Long Break,2025-05-27 17:06:24,1,0,debug_subtask,,1
Work,2025-05-27 17:06:25,5,0,debug_subtask,check,1
Work,2025-05-27 17:11:35,1,0,Testing,1,1
Short Break,2025-05-27 17:11:36,1,0,Testing,,1
Work,2025-05-27 17:11:37,2,0,Testing,2,1
Work,2025-05-27 17:12:58,1,0,debug_subtask,whatif,1
Work,2025-05-27 17:14:09,1,0,test_1,t1,1
Short Break,2025-05-27 17:14:10,1,0,test_1,,1
Work,2025-05-27 17:14:11,2,0,test_1,t1,1
Short Break,2025-05-27 17:14:12,2,0,test_1,,1
Work,2025-05-27 17:14:13,3,0,test_1,t2,1
Short Break,2025-05-27 17:14:14,3,0,test_1,,1
Work,2025-05-27 17:14:15,4,0,test_1,t2,1
Long Break,2025-05-27 17:14:15,1,0,test_1,,1
Work,2025-05-27 17:14:16,5,0,test_1,t2,1
Work,2025-05-27 17:14:54,1,0,test_1,t1,1
Short Break,2025-05-27 17:14:55,1,0,test_1,,1
Work,2025-05-27 17:14:56,2,0,test_1,t1,1
Short Break,2025-05-27 17:14:57,2,0,test_1,,1
Work,2025-05-27 17:14:58,3,0,test_1,t2,1
Short Break,2025-05-27 17:14:59,3,0,test_1,,1
Work,2025-05-27 17:14:59,4,0,test_1,t2,1
Work,2025-05-27 17:15:44,1,0,test_1,t2,1
Short Break,2025-05-27 17:15:45,1,0,test_1,,1
Work,2025-05-27 17:15:46,2,0,test_1,t2,1
Short Break,2025-05-27 17:15:47,2,0,test_1,,1
Work,2025-05-27 17:15:48,3,0,test_1,t2,1
Short Break,2025-05-27 17:15:49,3,0,test_1,,1
Work,2025-05-27 17:15:50,4,0,test_1,t2,1
Long Break,2025-05-27 17:15:50,1,0,test_1,,1
Work,2025-05-27 17:15:51,5,0,test_1,,1
Short Break,2025-05-27 17:15:52,4,0,test_1,,1
Work,2025-05-27 17:15:53,6,0,test_1,,1
Work,2025-05-27 21:11:10,1,0,res,newer,1
Short Break,2025-05-27 21:11:11,1,0,res,,1
Work,2025-05-27 21:11:12,2,0,res,newer,1
Short Break,2025-05-27 21:11:13,2,0,res,,1
Work,2025-05-27 21:11:13,3,0,res,newer,1
Short Break,2025-05-27 21:11:14,3,0,res,,1
Work,2025-05-27 21:11:15,4,0,res,ress,1
Long Break,2025-05-27 21:11:16,1,0,res,,1
Work,2025-05-27 21:11:17,5,0,res,ress,1
Short Break,2025-05-27 21:11:18,4,0,res,,1
Work,2025-05-27 21:11:19,6,0,res,ress,1
Short Break,2025-05-27 21:11:20,5,0,res,,1
Work,2025-05-27 21:11:21,7,0,res,ress,1
Short Break,2025-05-27 21:11:22,6,0,res,,1
Work,2025-05-27 21:11:23,8,0,res,ress,1
Work,2025-05-27 21:11:37,9,0,,,1
Short Break,2025-05-27 21:11:38,7,0,,,1
Work,2025-05-27 21:11:39,10,0,,,1
Short Break,2025-05-27 21:11:40,8,0,,,1
Work,2025-05-27 21:11:41,11,0,,,1
Short Break,2025-05-27 21:11:41,9,0,,,1
Work,2025-05-27 21:11:42,12,0,,,1
Work,2025-05-27 21:12:16,1,0,a,b,1
Short Break,2025-05-27 21:12:17,1,0,a,,1
Work,2025-05-27 21:12:18,2,0,a,b,1
Short Break,2025-05-27 21:12:19,2,0,a,,1
Work,2025-05-27 21:12:20,3,0,a,b,1
Short Break,2025-05-27 21:12:21,3,0,a,,1
Work,2025-05-27 21:12:21,4,0,a,bb,1
Long Break,2025-05-27 21:12:38,1,0,a,,1
Work,2025-05-29 15:57:34,1,0,,,1
Short Break,2025-05-29 15:57:37,1,0,,,1
Work,2025-05-29 15:57:38,2,0,,,1
Work,2025-05-29 15:57:49,3,0,New task,,1
Short Break,2025-05-29 15:57:51,2,0,New task,,1
Work,2025-05-29 16:02:13,1,0,New task,,1
Short Break,2025-05-29 16:02:16,1,0,New task,,1
Work,2025-05-29 16:02:17,2,0,New task,,1
Work,2025-05-29 16:02:27,3,0,,,1
Work,2025-05-29 16:04:21,1,0,Newer Task,trial,1
Short Break,2025-05-29 16:04:22,1,0,Newer Task,,1
Work,2025-05-29 16:04:23,2,0,Newer Task,trial,1
Short Break,2025-05-29 16:04:24,2,0,Newer Task,,1
Work,2025-05-29 16:04:24,3,0,Newer Task,trial,1
Work,2025-05-29 16:04:52,1,0,hhsdf,bdvd,1
Short Break,2025-05-29 16:04:53,1,0,hhsdf,,1
Work,2025-05-29 16:04:54,2,0,hhsdf,bdvd,1
Short Break,2025-05-29 16:04:55,2,0,hhsdf,,1
Work,2025-05-29 16:04:56,3,0,hhsdf,bdvd,1
Short Break,2025-05-29 16:04:57,3,0,hhsdf,,1
Work,2025-05-29 16:04:58,4,0,hhsdf,bdvd,1
Work,2025-05-29 16:09:24,1,0,4:09,Trial,1
Short Break,2025-05-29 16:09:25,1,0,4:09,,1
Work,2025-05-29 16:09:26,2,0,4:09,Trial,1
Short Break,2025-05-29 16:09:27,2,0,4:09,,1
Work,2025-05-29 16:09:28,3,0,4:09,Trial,1
Short Break,2025-05-29 16:09:33,3,0,4:09,,1
Work,2025-05-29 16:09:34,4,0,4:09,,1
Long Break,2025-05-29 16:09:38,1,0,4:09,,1
Work,2025-05-29 16:09:39,5,0,4:09,,1
Work,2025-05-29 16:20:17,1,0,Triallll,a,1
Short Break,2025-05-29 16:20:18,1,0,Triallll,,1
Work,2025-05-29 16:20:19,2,0,Triallll,a,1
Short Break,2025-05-29 16:20:20,2,0,Triallll,,1
Work,2025-05-29 16:20:21,3,0,Triallll,a,1
Short Break,2025-05-29 16:20:23,3,0,Triallll,,1
